Flight_ID,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST,DEP_TIME,DEP_DEL15,DEP_TIME_BLK,ARR_TIME,ARR_DEL15,CANCELLED,DIVERTED,DISTANCE
1,1,3,WN,19393,WN,N8606C,2078,10693,1069302,BNA,10397,1039707,ATL,913,0,0900-0959,1109,0,0,0,214
1,1,3,WN,19393,WN,N782SA,4192,10693,1069302,BNA,10397,1039707,ATL,1943,0,1900-1959,2131,0,0,0,214
1,1,3,WN,19393,WN,N286WN,5313,10693,1069302,BNA,10397,1039707,ATL,1339,0,1300-1359,1533,0,0,0,214
1,1,3,WN,19393,WN,N713SW,6562,10693,1069302,BNA,10397,1039707,ATL,1747,0,1700-1759,1944,0,0,0,214
1,1,3,WN,19393,WN,N7879A,1144,10693,1069302,BNA,10423,1042302,AUS,1358,0,1400-1459,1629,0,0,0,756
1,1,3,WN,19393,WN,N271LV,5916,10693,1069302,BNA,10423,1042302,AUS,804,0,0700-0759,1027,0,0,0,756
1,1,3,WN,19393,WN,N470WN,6450,10693,1069302,BNA,10423,1042302,AUS,1930,0,1900-1959,2155,0,0,0,756
1,1,3,WN,19393,WN,N760SW,2898,10693,1069302,BNA,10721,1072102,BOS,1341,0,1300-1359,1657,0,0,0,942
1,1,3,WN,19393,WN,N8504G,5679,10693,1069302,BNA,10721,1072102,BOS,2135,0,2100-2159,44,0,0,0,942
1,1,3,WN,19393,WN,N7748A,6197,10693,1069302,BNA,10721,1072102,BOS,645,0,0600-0659,1012,0,0,0,942
1,1,3,WN,19393,WN,N797MX,3608,10693,1069302,BNA,10800,1080003,BUR,1442,0,1400-1459,1722,0,0,0,1791
1,1,3,WN,19393,WN,N924WN,4184,10693,1069302,BNA,10821,1082106,BWI,1844,0,1800-1859,2110,0,0,0,587
1,1,3,WN,19393,WN,N792SW,4381,10693,1069302,BNA,10821,1082106,BWI,608,0,0600-0659,832,0,0,0,587
1,1,3,WN,19393,WN,N463WN,4697,10693,1069302,BNA,10821,1082106,BWI,2138,0,2100-2159,17,0,0,0,587
1,1,3,WN,19393,WN,N8503A,5442,10693,1069302,BNA,10821,1082106,BWI,935,0,0900-0959,1200,0,0,0,587
1,1,3,WN,19393,WN,N8534Z,5482,10693,1069302,BNA,10821,1082106,BWI,1216,0,1200-1259,1437,0,0,0,587
1,1,3,WN,19393,WN,N7830A,5610,10693,1069302,BNA,10821,1082106,BWI,1429,0,1400-1459,1653,0,0,0,587
1,1,3,WN,19393,WN,N7859B,5912,10693,1069302,BNA,10994,1099402,CHS,949,0,0900-0959,1158,0,0,0,439
1,1,3,WN,19393,WN,N256WN,4557,10693,1069302,BNA,11042,1104205,CLE,1922,0,1900-1959,2137,0,0,0,448
1,1,3,WN,19393,WN,N206WN,6171,10693,1069302,BNA,11042,1104205,CLE,1138,1,0900-0959,1358,1,0,0,448
1,1,3,WN,19393,WN,N7884G,3228,10693,1069302,BNA,11057,1105703,CLT,2226,0,2200-2259,24,0,0,0,328
1,1,3,WN,19393,WN,N8689C,5108,10693,1069302,BNA,11057,1105703,CLT,952,0,0900-0959,1156,0,0,0,328
1,1,3,WN,19393,WN,N7749B,1143,10693,1069302,BNA,11066,1106606,CMH,2140,0,2100-2159,2348,0,0,0,337
1,1,3,WN,19393,WN,N768SW,6611,10693,1069302,BNA,11066,1106606,CMH,826,0,0800-0859,1039,0,0,0,337
1,1,3,WN,19393,WN,N8604K,4531,10693,1069302,BNA,11259,1125904,DAL,2006,0,2000-2059,2214,0,0,0,623
1,1,3,WN,19393,WN,N8677A,5403,10693,1069302,BNA,11259,1125904,DAL,826,1,0700-0759,1017,1,0,0,623
1,1,3,WN,19393,WN,N282WN,6181,10693,1069302,BNA,11259,1125904,DAL,1808,0,1800-1859,2014,0,0,0,623
1,1,3,WN,19393,WN,N746SW,6344,10693,1069302,BNA,11259,1125904,DAL,1045,0,1000-1059,1257,0,0,0,623
1,1,3,WN,19393,WN,N476WN,6785,10693,1069302,BNA,11259,1125904,DAL,1242,0,1200-1259,1451,0,0,0,623
1,1,3,WN,19393,WN,N8692F,1136,10693,1069302,BNA,11278,1127805,DCA,718,0,0700-0759,940,0,0,0,562
1,1,3,WN,19393,WN,N784SW,3372,10693,1069302,BNA,11278,1127805,DCA,1541,0,1500-1559,1805,0,0,0,562
1,1,3,WN,19393,WN,N752SW,6420,10693,1069302,BNA,11278,1127805,DCA,2136,0,2100-2159,4,0,0,0,562
1,1,3,WN,19393,WN,N771SA,6764,10693,1069302,BNA,11278,1127805,DCA,1014,0,1000-1059,1240,0,0,0,562
1,1,3,WN,19393,WN,N8619F,1543,10693,1069302,BNA,11292,1129202,DEN,2033,0,2000-2059,2233,0,0,0,1014
1,1,3,WN,19393,WN,N7723E,4309,10693,1069302,BNA,11292,1129202,DEN,1509,1,1400-1459,1658,1,0,0,1014
1,1,3,WN,19393,WN,N276WN,4468,10693,1069302,BNA,11292,1129202,DEN,835,0,0800-0859,1024,0,0,0,1014
